"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","Kernel","Cost","Gamma","Inner_nfold","Inner_CV_Logloss"
"SVM","Repeat_19_Fold_05",19,"Fold_05",9,"radial",0.1,1,4,0.173580195274831
"SVM","Repeat_19_Fold_05",19,"Fold_05",10,"radial",1,1,4,0.161188486478867
"SVM","Repeat_19_Fold_05",19,"Fold_05",11,"radial",10,1,4,0.165498897948559
"SVM","Repeat_19_Fold_05",19,"Fold_05",12,"radial",100,1,4,0.160934774368695
"SVM","Repeat_20_Fold_01",20,"Fold_01",1,"radial",0.1,0.01,4,0.177482062903362
"SVM","Repeat_20_Fold_01",20,"Fold_01",2,"radial",1,0.01,4,0.149389889880413
"SVM","Repeat_20_Fold_01",20,"Fold_01",3,"radial",10,0.01,4,0.175825613044634
"SVM","Repeat_20_Fold_01",20,"Fold_01",4,"radial",100,0.01,4,0.156818272270434
"SVM","Repeat_20_Fold_01",20,"Fold_01",5,"radial",0.1,0.1,4,0.17912918869104
"SVM","Repeat_20_Fold_01",20,"Fold_01",6,"radial",1,0.1,4,0.19961165364969
"SVM","Repeat_20_Fold_01",20,"Fold_01",7,"radial",10,0.1,4,0.182998185005986
"SVM","Repeat_20_Fold_01",20,"Fold_01",8,"radial",100,0.1,4,0.185861275321523
"SVM","Repeat_20_Fold_01",20,"Fold_01",9,"radial",0.1,1,4,0.191183108327385
"SVM","Repeat_20_Fold_01",20,"Fold_01",10,"radial",1,1,4,0.154551634372563
"SVM","Repeat_20_Fold_01",20,"Fold_01",11,"radial",10,1,4,0.166025951505291
"SVM","Repeat_20_Fold_01",20,"Fold_01",12,"radial",100,1,4,0.128765990519036
"SVM","Repeat_20_Fold_02",20,"Fold_02",1,"radial",0.1,0.01,4,0.180502887450836
"SVM","Repeat_20_Fold_02",20,"Fold_02",2,"radial",1,0.01,4,0.153061375599359
"SVM","Repeat_20_Fold_02",20,"Fold_02",3,"radial",10,0.01,4,0.168518269326471
"SVM","Repeat_20_Fold_02",20,"Fold_02",4,"radial",100,0.01,4,0.169815982220486
"SVM","Repeat_20_Fold_02",20,"Fold_02",5,"radial",0.1,0.1,4,0.208475114397449
"SVM","Repeat_20_Fold_02",20,"Fold_02",6,"radial",1,0.1,4,0.201955458272168
"SVM","Repeat_20_Fold_02",20,"Fold_02",7,"radial",10,0.1,4,0.192888379306373
"SVM","Repeat_20_Fold_02",20,"Fold_02",8,"radial",100,0.1,4,0.207339660913176
"SVM","Repeat_20_Fold_02",20,"Fold_02",9,"radial",0.1,1,4,0.233443596957585
"SVM","Repeat_20_Fold_02",20,"Fold_02",10,"radial",1,1,4,0.176526897711354
"SVM","Repeat_20_Fold_02",20,"Fold_02",11,"radial",10,1,4,0.163878066159645
"SVM","Repeat_20_Fold_02",20,"Fold_02",12,"radial",100,1,4,0.164133170783453
"SVM","Repeat_20_Fold_03",20,"Fold_03",1,"radial",0.1,0.01,4,0.194842843958668
"SVM","Repeat_20_Fold_03",20,"Fold_03",2,"radial",1,0.01,4,0.152600917762401
"SVM","Repeat_20_Fold_03",20,"Fold_03",3,"radial",10,0.01,4,0.172452259645139
"SVM","Repeat_20_Fold_03",20,"Fold_03",4,"radial",100,0.01,4,0.178389154541498
"SVM","Repeat_20_Fold_03",20,"Fold_03",5,"radial",0.1,0.1,4,0.174543710742383
"SVM","Repeat_20_Fold_03",20,"Fold_03",6,"radial",1,0.1,4,0.185008760833178
"SVM","Repeat_20_Fold_03",20,"Fold_03",7,"radial",10,0.1,4,0.185566449859867
"SVM","Repeat_20_Fold_03",20,"Fold_03",8,"radial",100,0.1,4,0.217484505089608
"SVM","Repeat_20_Fold_03",20,"Fold_03",9,"radial",0.1,1,4,0.165478212026949
"SVM","Repeat_20_Fold_03",20,"Fold_03",10,"radial",1,1,4,0.165778126464291
"SVM","Repeat_20_Fold_03",20,"Fold_03",11,"radial",10,1,4,0.162287360697737
"SVM","Repeat_20_Fold_03",20,"Fold_03",12,"radial",100,1,4,0.161659050322177
"SVM","Repeat_20_Fold_04",20,"Fold_04",1,"radial",0.1,0.01,4,0.16882494712576
"SVM","Repeat_20_Fold_04",20,"Fold_04",2,"radial",1,0.01,4,0.167697999345717
"SVM","Repeat_20_Fold_04",20,"Fold_04",3,"radial",10,0.01,4,0.173423633745999
"SVM","Repeat_20_Fold_04",20,"Fold_04",4,"radial",100,0.01,4,0.207424833511943
"SVM","Repeat_20_Fold_04",20,"Fold_04",5,"radial",0.1,0.1,4,0.152557028950816
"SVM","Repeat_20_Fold_04",20,"Fold_04",6,"radial",1,0.1,4,0.17287483413673
"SVM","Repeat_20_Fold_04",20,"Fold_04",7,"radial",10,0.1,4,0.122777458205372
"SVM","Repeat_20_Fold_04",20,"Fold_04",8,"radial",100,0.1,4,0.146214666647902
"SVM","Repeat_20_Fold_04",20,"Fold_04",9,"radial",0.1,1,4,0.189026164802312
"SVM","Repeat_20_Fold_04",20,"Fold_04",10,"radial",1,1,4,0.131424085013398
"SVM","Repeat_20_Fold_04",20,"Fold_04",11,"radial",10,1,4,0.126864920097112
"SVM","Repeat_20_Fold_04",20,"Fold_04",12,"radial",100,1,4,0.123520250814096
"SVM","Repeat_20_Fold_05",20,"Fold_05",1,"radial",0.1,0.01,4,0.18834603615626
"SVM","Repeat_20_Fold_05",20,"Fold_05",2,"radial",1,0.01,4,0.153329065519475
"SVM","Repeat_20_Fold_05",20,"Fold_05",3,"radial",10,0.01,4,0.160502101321235
"SVM","Repeat_20_Fold_05",20,"Fold_05",4,"radial",100,0.01,4,0.161315253876488
"SVM","Repeat_20_Fold_05",20,"Fold_05",5,"radial",0.1,0.1,4,0.174760990127412
"SVM","Repeat_20_Fold_05",20,"Fold_05",6,"radial",1,0.1,4,0.169872896742778
"SVM","Repeat_20_Fold_05",20,"Fold_05",7,"radial",10,0.1,4,0.174226339356165
"SVM","Repeat_20_Fold_05",20,"Fold_05",8,"radial",100,0.1,4,0.194856924499228
"SVM","Repeat_20_Fold_05",20,"Fold_05",9,"radial",0.1,1,4,0.167682965932738
"SVM","Repeat_20_Fold_05",20,"Fold_05",10,"radial",1,1,4,0.162917904068588
"SVM","Repeat_20_Fold_05",20,"Fold_05",11,"radial",10,1,4,0.164431205309206
"SVM","Repeat_20_Fold_05",20,"Fold_05",12,"radial",100,1,4,0.163974575818431
"SVM","Repeat_21_Fold_01",21,"Fold_01",1,"radial",0.1,0.01,4,0.182520809841709
"SVM","Repeat_21_Fold_01",21,"Fold_01",2,"radial",1,0.01,4,0.16088740761436
"SVM","Repeat_21_Fold_01",21,"Fold_01",3,"radial",10,0.01,4,0.158044858456595
"SVM","Repeat_21_Fold_01",21,"Fold_01",4,"radial",100,0.01,4,0.175851208822046
"SVM","Repeat_21_Fold_01",21,"Fold_01",5,"radial",0.1,0.1,4,0.176119867296605
"SVM","Repeat_21_Fold_01",21,"Fold_01",6,"radial",1,0.1,4,0.193566863492693
"SVM","Repeat_21_Fold_01",21,"Fold_01",7,"radial",10,0.1,4,0.2257498094931
"SVM","Repeat_21_Fold_01",21,"Fold_01",8,"radial",100,0.1,4,0.201418888645597
"SVM","Repeat_21_Fold_01",21,"Fold_01",9,"radial",0.1,1,4,0.190863721033576
"SVM","Repeat_21_Fold_01",21,"Fold_01",10,"radial",1,1,4,0.213752900726478
"SVM","Repeat_21_Fold_01",21,"Fold_01",11,"radial",10,1,4,0.241887453917241
"SVM","Repeat_21_Fold_01",21,"Fold_01",12,"radial",100,1,4,0.213818450842831
"SVM","Repeat_21_Fold_02",21,"Fold_02",1,"radial",0.1,0.01,4,0.183044622467425
"SVM","Repeat_21_Fold_02",21,"Fold_02",2,"radial",1,0.01,4,0.149554058784906
"SVM","Repeat_21_Fold_02",21,"Fold_02",3,"radial",10,0.01,4,0.15384741154627
"SVM","Repeat_21_Fold_02",21,"Fold_02",4,"radial",100,0.01,4,0.160444297747435
"SVM","Repeat_21_Fold_02",21,"Fold_02",5,"radial",0.1,0.1,4,0.166966026610628
"SVM","Repeat_21_Fold_02",21,"Fold_02",6,"radial",1,0.1,4,0.164069454826333
"SVM","Repeat_21_Fold_02",21,"Fold_02",7,"radial",10,0.1,4,0.222453799196176
"SVM","Repeat_21_Fold_02",21,"Fold_02",8,"radial",100,0.1,4,0.190078236904064
"SVM","Repeat_21_Fold_02",21,"Fold_02",9,"radial",0.1,1,4,0.215874938735639
"SVM","Repeat_21_Fold_02",21,"Fold_02",10,"radial",1,1,4,0.167899791711412
"SVM","Repeat_21_Fold_02",21,"Fold_02",11,"radial",10,1,4,0.163086876705438
"SVM","Repeat_21_Fold_02",21,"Fold_02",12,"radial",100,1,4,0.17153443338394
"SVM","Repeat_21_Fold_03",21,"Fold_03",1,"radial",0.1,0.01,4,0.168302283057677
"SVM","Repeat_21_Fold_03",21,"Fold_03",2,"radial",1,0.01,4,0.156061237072834
"SVM","Repeat_21_Fold_03",21,"Fold_03",3,"radial",10,0.01,4,0.158148104784727
"SVM","Repeat_21_Fold_03",21,"Fold_03",4,"radial",100,0.01,4,0.162111792056912
"SVM","Repeat_21_Fold_03",21,"Fold_03",5,"radial",0.1,0.1,4,0.177330218916334
"SVM","Repeat_21_Fold_03",21,"Fold_03",6,"radial",1,0.1,4,0.172577400521761
"SVM","Repeat_21_Fold_03",21,"Fold_03",7,"radial",10,0.1,4,0.15608983154418
"SVM","Repeat_21_Fold_03",21,"Fold_03",8,"radial",100,0.1,4,0.175943759459991
"SVM","Repeat_21_Fold_03",21,"Fold_03",9,"radial",0.1,1,4,0.169397577232693
"SVM","Repeat_21_Fold_03",21,"Fold_03",10,"radial",1,1,4,0.168331434604024
"SVM","Repeat_21_Fold_03",21,"Fold_03",11,"radial",10,1,4,0.164650224997526
"SVM","Repeat_21_Fold_03",21,"Fold_03",12,"radial",100,1,4,0.164098041982823
"SVM","Repeat_21_Fold_04",21,"Fold_04",1,"radial",0.1,0.01,4,0.168110024371814
"SVM","Repeat_21_Fold_04",21,"Fold_04",2,"radial",1,0.01,4,0.146078762173519
"SVM","Repeat_21_Fold_04",21,"Fold_04",3,"radial",10,0.01,4,0.162137934145361
"SVM","Repeat_21_Fold_04",21,"Fold_04",4,"radial",100,0.01,4,0.210834586334815
"SVM","Repeat_21_Fold_04",21,"Fold_04",5,"radial",0.1,0.1,4,0.146880002491695
"SVM","Repeat_21_Fold_04",21,"Fold_04",6,"radial",1,0.1,4,0.156777725245621
"SVM","Repeat_21_Fold_04",21,"Fold_04",7,"radial",10,0.1,4,0.164789506257346
"SVM","Repeat_21_Fold_04",21,"Fold_04",8,"radial",100,0.1,4,0.14659555700451
"SVM","Repeat_21_Fold_04",21,"Fold_04",9,"radial",0.1,1,4,0.219307678654482
"SVM","Repeat_21_Fold_04",21,"Fold_04",10,"radial",1,1,4,0.151868546313445
"SVM","Repeat_21_Fold_04",21,"Fold_04",11,"radial",10,1,4,0.145070112355041
"SVM","Repeat_21_Fold_04",21,"Fold_04",12,"radial",100,1,4,0.144712318705644
"SVM","Repeat_21_Fold_05",21,"Fold_05",1,"radial",0.1,0.01,4,0.175173283540243
"SVM","Repeat_21_Fold_05",21,"Fold_05",2,"radial",1,0.01,4,0.146290196369381
"SVM","Repeat_21_Fold_05",21,"Fold_05",3,"radial",10,0.01,4,0.152804875904632
"SVM","Repeat_21_Fold_05",21,"Fold_05",4,"radial",100,0.01,4,0.15690284995655
"SVM","Repeat_21_Fold_05",21,"Fold_05",5,"radial",0.1,0.1,4,0.165896326712076
"SVM","Repeat_21_Fold_05",21,"Fold_05",6,"radial",1,0.1,4,0.178501197343799
"SVM","Repeat_21_Fold_05",21,"Fold_05",7,"radial",10,0.1,4,0.176732332914775
"SVM","Repeat_21_Fold_05",21,"Fold_05",8,"radial",100,0.1,4,0.174891172884843
"SVM","Repeat_21_Fold_05",21,"Fold_05",9,"radial",0.1,1,4,0.170976306431097
"SVM","Repeat_21_Fold_05",21,"Fold_05",10,"radial",1,1,4,0.16709724413775
"SVM","Repeat_21_Fold_05",21,"Fold_05",11,"radial",10,1,4,0.168083188918562
"SVM","Repeat_21_Fold_05",21,"Fold_05",12,"radial",100,1,4,0.163675717196514
"SVM","Repeat_22_Fold_01",22,"Fold_01",1,"radial",0.1,0.01,4,0.178212238254726
"SVM","Repeat_22_Fold_01",22,"Fold_01",2,"radial",1,0.01,4,0.159714163399401
"SVM","Repeat_22_Fold_01",22,"Fold_01",3,"radial",10,0.01,4,0.169078242654401
"SVM","Repeat_22_Fold_01",22,"Fold_01",4,"radial",100,0.01,4,0.181038727558906
"SVM","Repeat_22_Fold_01",22,"Fold_01",5,"radial",0.1,0.1,4,0.175422655024244
"SVM","Repeat_22_Fold_01",22,"Fold_01",6,"radial",1,0.1,4,0.194310438773029
"SVM","Repeat_22_Fold_01",22,"Fold_01",7,"radial",10,0.1,4,0.179140977810384
"SVM","Repeat_22_Fold_01",22,"Fold_01",8,"radial",100,0.1,4,0.205257475609441
"SVM","Repeat_22_Fold_01",22,"Fold_01",9,"radial",0.1,1,4,0.203360225247567
"SVM","Repeat_22_Fold_01",22,"Fold_01",10,"radial",1,1,4,0.189053659649237
"SVM","Repeat_22_Fold_01",22,"Fold_01",11,"radial",10,1,4,0.164634802396765
"SVM","Repeat_22_Fold_01",22,"Fold_01",12,"radial",100,1,4,0.218797367580802
"SVM","Repeat_22_Fold_02",22,"Fold_02",1,"radial",0.1,0.01,4,0.174934297831484
"SVM","Repeat_22_Fold_02",22,"Fold_02",2,"radial",1,0.01,4,0.148552270881192
"SVM","Repeat_22_Fold_02",22,"Fold_02",3,"radial",10,0.01,4,0.163895640398504
"SVM","Repeat_22_Fold_02",22,"Fold_02",4,"radial",100,0.01,4,0.159529715625518
"SVM","Repeat_22_Fold_02",22,"Fold_02",5,"radial",0.1,0.1,4,0.178563938582448
"SVM","Repeat_22_Fold_02",22,"Fold_02",6,"radial",1,0.1,4,0.174450958880133
"SVM","Repeat_22_Fold_02",22,"Fold_02",7,"radial",10,0.1,4,0.179849584047575
"SVM","Repeat_22_Fold_02",22,"Fold_02",8,"radial",100,0.1,4,0.157070738622228
"SVM","Repeat_22_Fold_02",22,"Fold_02",9,"radial",0.1,1,4,0.291409654976272
"SVM","Repeat_22_Fold_02",22,"Fold_02",10,"radial",1,1,4,0.194828173440608
"SVM","Repeat_22_Fold_02",22,"Fold_02",11,"radial",10,1,4,0.197829897930441
"SVM","Repeat_22_Fold_02",22,"Fold_02",12,"radial",100,1,4,0.169965213063858
"SVM","Repeat_22_Fold_03",22,"Fold_03",1,"radial",0.1,0.01,4,0.199748209327125
"SVM","Repeat_22_Fold_03",22,"Fold_03",2,"radial",1,0.01,4,0.15657148791548
"SVM","Repeat_22_Fold_03",22,"Fold_03",3,"radial",10,0.01,4,0.152088481886061
"SVM","Repeat_22_Fold_03",22,"Fold_03",4,"radial",100,0.01,4,0.166088852951482
"SVM","Repeat_22_Fold_03",22,"Fold_03",5,"radial",0.1,0.1,4,0.165214157396733
"SVM","Repeat_22_Fold_03",22,"Fold_03",6,"radial",1,0.1,4,0.164154367783082
"SVM","Repeat_22_Fold_03",22,"Fold_03",7,"radial",10,0.1,4,0.163106107816152
"SVM","Repeat_22_Fold_03",22,"Fold_03",8,"radial",100,0.1,4,0.17026060053239
"SVM","Repeat_22_Fold_03",22,"Fold_03",9,"radial",0.1,1,4,0.165985228996516
"SVM","Repeat_22_Fold_03",22,"Fold_03",10,"radial",1,1,4,0.170669277002401
"SVM","Repeat_22_Fold_03",22,"Fold_03",11,"radial",10,1,4,0.167271672340127
"SVM","Repeat_22_Fold_03",22,"Fold_03",12,"radial",100,1,4,0.165959887677364
"SVM","Repeat_22_Fold_04",22,"Fold_04",1,"radial",0.1,0.01,4,0.17520139925877
"SVM","Repeat_22_Fold_04",22,"Fold_04",2,"radial",1,0.01,4,0.189363778435902
"SVM","Repeat_22_Fold_04",22,"Fold_04",3,"radial",10,0.01,4,0.181143115352914
"SVM","Repeat_22_Fold_04",22,"Fold_04",4,"radial",100,0.01,4,0.19192446353241
"SVM","Repeat_22_Fold_04",22,"Fold_04",5,"radial",0.1,0.1,4,0.15802101960364
"SVM","Repeat_22_Fold_04",22,"Fold_04",6,"radial",1,0.1,4,0.177697521439296
"SVM","Repeat_22_Fold_04",22,"Fold_04",7,"radial",10,0.1,4,0.134806032830667
"SVM","Repeat_22_Fold_04",22,"Fold_04",8,"radial",100,0.1,4,0.127961104304332
"SVM","Repeat_22_Fold_04",22,"Fold_04",9,"radial",0.1,1,4,0.211029825236902
"SVM","Repeat_22_Fold_04",22,"Fold_04",10,"radial",1,1,4,0.122087324154604
"SVM","Repeat_22_Fold_04",22,"Fold_04",11,"radial",10,1,4,0.123283894935714
"SVM","Repeat_22_Fold_04",22,"Fold_04",12,"radial",100,1,4,0.116348047856522
"SVM","Repeat_22_Fold_05",22,"Fold_05",1,"radial",0.1,0.01,4,0.174082291959963
"SVM","Repeat_22_Fold_05",22,"Fold_05",2,"radial",1,0.01,4,0.157460079308962
"SVM","Repeat_22_Fold_05",22,"Fold_05",3,"radial",10,0.01,4,0.155219274523641
"SVM","Repeat_22_Fold_05",22,"Fold_05",4,"radial",100,0.01,4,0.165797456608846
"SVM","Repeat_22_Fold_05",22,"Fold_05",5,"radial",0.1,0.1,4,0.158841999942938
"SVM","Repeat_22_Fold_05",22,"Fold_05",6,"radial",1,0.1,4,0.16303213808697
"SVM","Repeat_22_Fold_05",22,"Fold_05",7,"radial",10,0.1,4,0.158754208515168
"SVM","Repeat_22_Fold_05",22,"Fold_05",8,"radial",100,0.1,4,0.157670426215425
"SVM","Repeat_22_Fold_05",22,"Fold_05",9,"radial",0.1,1,4,0.168053845247575
"SVM","Repeat_22_Fold_05",22,"Fold_05",10,"radial",1,1,4,0.165523510640137
"SVM","Repeat_22_Fold_05",22,"Fold_05",11,"radial",10,1,4,0.171061387849428
"SVM","Repeat_22_Fold_05",22,"Fold_05",12,"radial",100,1,4,0.163242357764008
"SVM","Repeat_23_Fold_01",23,"Fold_01",1,"radial",0.1,0.01,4,0.159605301685737
"SVM","Repeat_23_Fold_01",23,"Fold_01",2,"radial",1,0.01,4,0.150355500287414
"SVM","Repeat_23_Fold_01",23,"Fold_01",3,"radial",10,0.01,4,0.143501769889579
"SVM","Repeat_23_Fold_01",23,"Fold_01",4,"radial",100,0.01,4,0.155269637682714
"SVM","Repeat_23_Fold_01",23,"Fold_01",5,"radial",0.1,0.1,4,0.15439463907613
"SVM","Repeat_23_Fold_01",23,"Fold_01",6,"radial",1,0.1,4,0.16302428294497
"SVM","Repeat_23_Fold_01",23,"Fold_01",7,"radial",10,0.1,4,0.153435747605646
"SVM","Repeat_23_Fold_01",23,"Fold_01",8,"radial",100,0.1,4,0.152626662504978
"SVM","Repeat_23_Fold_01",23,"Fold_01",9,"radial",0.1,1,4,0.181892400755637
"SVM","Repeat_23_Fold_01",23,"Fold_01",10,"radial",1,1,4,0.157848583718958
"SVM","Repeat_23_Fold_01",23,"Fold_01",11,"radial",10,1,4,0.144860648130524
"SVM","Repeat_23_Fold_01",23,"Fold_01",12,"radial",100,1,4,0.140612378194672
"SVM","Repeat_23_Fold_02",23,"Fold_02",1,"radial",0.1,0.01,4,0.18014868401644
"SVM","Repeat_23_Fold_02",23,"Fold_02",2,"radial",1,0.01,4,0.145757646971558
"SVM","Repeat_23_Fold_02",23,"Fold_02",3,"radial",10,0.01,4,0.135742292411875
"SVM","Repeat_23_Fold_02",23,"Fold_02",4,"radial",100,0.01,4,0.138590014030808
"SVM","Repeat_23_Fold_02",23,"Fold_02",5,"radial",0.1,0.1,4,0.185058151031421
"SVM","Repeat_23_Fold_02",23,"Fold_02",6,"radial",1,0.1,4,0.150348455211742
"SVM","Repeat_23_Fold_02",23,"Fold_02",7,"radial",10,0.1,4,0.148125644442451
"SVM","Repeat_23_Fold_02",23,"Fold_02",8,"radial",100,0.1,4,0.173916383700304
"SVM","Repeat_23_Fold_02",23,"Fold_02",9,"radial",0.1,1,4,0.206341571907701
"SVM","Repeat_23_Fold_02",23,"Fold_02",10,"radial",1,1,4,0.164940964030856
"SVM","Repeat_23_Fold_02",23,"Fold_02",11,"radial",10,1,4,0.141943950180249
"SVM","Repeat_23_Fold_02",23,"Fold_02",12,"radial",100,1,4,0.160389196022284
"SVM","Repeat_23_Fold_03",23,"Fold_03",1,"radial",0.1,0.01,4,0.174533596661281
"SVM","Repeat_23_Fold_03",23,"Fold_03",2,"radial",1,0.01,4,0.138394673909273
"SVM","Repeat_23_Fold_03",23,"Fold_03",3,"radial",10,0.01,4,0.15224927490558
"SVM","Repeat_23_Fold_03",23,"Fold_03",4,"radial",100,0.01,4,0.191264267094901
"SVM","Repeat_23_Fold_03",23,"Fold_03",5,"radial",0.1,0.1,4,0.158059645016077
"SVM","Repeat_23_Fold_03",23,"Fold_03",6,"radial",1,0.1,4,0.176398573443837
"SVM","Repeat_23_Fold_03",23,"Fold_03",7,"radial",10,0.1,4,0.195276513814843
"SVM","Repeat_23_Fold_03",23,"Fold_03",8,"radial",100,0.1,4,0.16563408144705
"SVM","Repeat_23_Fold_03",23,"Fold_03",9,"radial",0.1,1,4,0.166795618153885
"SVM","Repeat_23_Fold_03",23,"Fold_03",10,"radial",1,1,4,0.172349890185177
"SVM","Repeat_23_Fold_03",23,"Fold_03",11,"radial",10,1,4,0.165924354654824
"SVM","Repeat_23_Fold_03",23,"Fold_03",12,"radial",100,1,4,0.178114070198875
"SVM","Repeat_23_Fold_04",23,"Fold_04",1,"radial",0.1,0.01,4,0.160936503905617
"SVM","Repeat_23_Fold_04",23,"Fold_04",2,"radial",1,0.01,4,0.152812395562641
"SVM","Repeat_23_Fold_04",23,"Fold_04",3,"radial",10,0.01,4,0.139694841624886
"SVM","Repeat_23_Fold_04",23,"Fold_04",4,"radial",100,0.01,4,0.127780994795855
"SVM","Repeat_23_Fold_04",23,"Fold_04",5,"radial",0.1,0.1,4,0.13459020262657
"SVM","Repeat_23_Fold_04",23,"Fold_04",6,"radial",1,0.1,4,0.121079237532466
"SVM","Repeat_23_Fold_04",23,"Fold_04",7,"radial",10,0.1,4,0.130560191860715
"SVM","Repeat_23_Fold_04",23,"Fold_04",8,"radial",100,0.1,4,0.160459636562043
"SVM","Repeat_23_Fold_04",23,"Fold_04",9,"radial",0.1,1,4,0.251868756272569
"SVM","Repeat_23_Fold_04",23,"Fold_04",10,"radial",1,1,4,0.212621701058141
"SVM","Repeat_23_Fold_04",23,"Fold_04",11,"radial",10,1,4,0.151600206877828
"SVM","Repeat_23_Fold_04",23,"Fold_04",12,"radial",100,1,4,0.18739902433378
"SVM","Repeat_23_Fold_05",23,"Fold_05",1,"radial",0.1,0.01,4,0.159769557353001
"SVM","Repeat_23_Fold_05",23,"Fold_05",2,"radial",1,0.01,4,0.148338992472217
"SVM","Repeat_23_Fold_05",23,"Fold_05",3,"radial",10,0.01,4,0.159339385126284
"SVM","Repeat_23_Fold_05",23,"Fold_05",4,"radial",100,0.01,4,0.166963602187421
"SVM","Repeat_23_Fold_05",23,"Fold_05",5,"radial",0.1,0.1,4,0.159626654764878
"SVM","Repeat_23_Fold_05",23,"Fold_05",6,"radial",1,0.1,4,0.171230593705503
"SVM","Repeat_23_Fold_05",23,"Fold_05",7,"radial",10,0.1,4,0.167010083216401
"SVM","Repeat_23_Fold_05",23,"Fold_05",8,"radial",100,0.1,4,0.177556968349393
"SVM","Repeat_23_Fold_05",23,"Fold_05",9,"radial",0.1,1,4,0.168116606692156
"SVM","Repeat_23_Fold_05",23,"Fold_05",10,"radial",1,1,4,0.17015850572004
"SVM","Repeat_23_Fold_05",23,"Fold_05",11,"radial",10,1,4,0.162847875355554
"SVM","Repeat_23_Fold_05",23,"Fold_05",12,"radial",100,1,4,0.165729405954496
"SVM","Repeat_24_Fold_01",24,"Fold_01",1,"radial",0.1,0.01,4,0.182571494947993
"SVM","Repeat_24_Fold_01",24,"Fold_01",2,"radial",1,0.01,4,0.178933640095239
"SVM","Repeat_24_Fold_01",24,"Fold_01",3,"radial",10,0.01,4,0.17099268211875
"SVM","Repeat_24_Fold_01",24,"Fold_01",4,"radial",100,0.01,4,0.169090666986032
"SVM","Repeat_24_Fold_01",24,"Fold_01",5,"radial",0.1,0.1,4,0.184349091611077
"SVM","Repeat_24_Fold_01",24,"Fold_01",6,"radial",1,0.1,4,0.192246286174138
"SVM","Repeat_24_Fold_01",24,"Fold_01",7,"radial",10,0.1,4,0.170606973996717
"SVM","Repeat_24_Fold_01",24,"Fold_01",8,"radial",100,0.1,4,0.177368163525396
"SVM","Repeat_24_Fold_01",24,"Fold_01",9,"radial",0.1,1,4,0.239106592355114
"SVM","Repeat_24_Fold_01",24,"Fold_01",10,"radial",1,1,4,0.19430686050014
"SVM","Repeat_24_Fold_01",24,"Fold_01",11,"radial",10,1,4,0.170168763343842
"SVM","Repeat_24_Fold_01",24,"Fold_01",12,"radial",100,1,4,0.173367125272799
"SVM","Repeat_24_Fold_02",24,"Fold_02",1,"radial",0.1,0.01,4,0.177279949617782
"SVM","Repeat_24_Fold_02",24,"Fold_02",2,"radial",1,0.01,4,0.159217155106656
"SVM","Repeat_24_Fold_02",24,"Fold_02",3,"radial",10,0.01,4,0.155664857459373
"SVM","Repeat_24_Fold_02",24,"Fold_02",4,"radial",100,0.01,4,0.156775103247698
"SVM","Repeat_24_Fold_02",24,"Fold_02",5,"radial",0.1,0.1,4,0.163317868290075
"SVM","Repeat_24_Fold_02",24,"Fold_02",6,"radial",1,0.1,4,0.18001294214756
"SVM","Repeat_24_Fold_02",24,"Fold_02",7,"radial",10,0.1,4,0.186199398851632
"SVM","Repeat_24_Fold_02",24,"Fold_02",8,"radial",100,0.1,4,0.172050229625702
"SVM","Repeat_24_Fold_02",24,"Fold_02",9,"radial",0.1,1,4,0.248138447707145
"SVM","Repeat_24_Fold_02",24,"Fold_02",10,"radial",1,1,4,0.169602947846789
"SVM","Repeat_24_Fold_02",24,"Fold_02",11,"radial",10,1,4,0.165837409619929
"SVM","Repeat_24_Fold_02",24,"Fold_02",12,"radial",100,1,4,0.163757412783455
"SVM","Repeat_24_Fold_03",24,"Fold_03",1,"radial",0.1,0.01,4,0.180009108846293
"SVM","Repeat_24_Fold_03",24,"Fold_03",2,"radial",1,0.01,4,0.159750603401102
"SVM","Repeat_24_Fold_03",24,"Fold_03",3,"radial",10,0.01,4,0.16241118709034
"SVM","Repeat_24_Fold_03",24,"Fold_03",4,"radial",100,0.01,4,0.160802767468413
"SVM","Repeat_24_Fold_03",24,"Fold_03",5,"radial",0.1,0.1,4,0.17052689747646
"SVM","Repeat_24_Fold_03",24,"Fold_03",6,"radial",1,0.1,4,0.166806034138004
"SVM","Repeat_24_Fold_03",24,"Fold_03",7,"radial",10,0.1,4,0.183982316914827
"SVM","Repeat_24_Fold_03",24,"Fold_03",8,"radial",100,0.1,4,0.144800780700232
"SVM","Repeat_24_Fold_03",24,"Fold_03",9,"radial",0.1,1,4,0.168856250464589
"SVM","Repeat_24_Fold_03",24,"Fold_03",10,"radial",1,1,4,0.179116360124752
"SVM","Repeat_24_Fold_03",24,"Fold_03",11,"radial",10,1,4,0.232900446947208
"SVM","Repeat_24_Fold_03",24,"Fold_03",12,"radial",100,1,4,0.163794230016003
"SVM","Repeat_24_Fold_04",24,"Fold_04",1,"radial",0.1,0.01,4,0.214500340478631
"SVM","Repeat_24_Fold_04",24,"Fold_04",2,"radial",1,0.01,4,0.181535551135641
"SVM","Repeat_24_Fold_04",24,"Fold_04",3,"radial",10,0.01,4,0.170518433987798
"SVM","Repeat_24_Fold_04",24,"Fold_04",4,"radial",100,0.01,4,0.18102777124749
"SVM","Repeat_24_Fold_04",24,"Fold_04",5,"radial",0.1,0.1,4,0.169058287023034
